752.00,759.00,756.00,757.00,757.00,756.00,747.00,757.00,756.00,762.00,760.00,752.00,760.00,755.00,752.00,757.00,755.00,755.00,761.00,761.00,753.00,752.00,759.00,758.00,752.00,751.00,760.00,760.00,755.00,754.00,760.00,754.00,762.00,760.00,760.00,751.00,757.00,761.00,762.00,756.00,749.00,763.00,756.00,758.00,752.00,758.00,761.00,753.00,755.00,757.00,754.00,760.00,753.00,755.00,761.00,753.00,758.00,751.00,761.00,754.00,758.00,752.00,758.00,753.00,1135.00,1121.00,1134.00,1129.00,1123.00,1126.00,1128.00,1126.00,1124.00,1128.00,1123.00,1124.00,1122.00,1120.00,1126.00,1125.00,1125.00,1124.00,1118.00,1127.00,1129.00,1121.00,1126.00,1120.00,1122.00,1126.00,1128.00,1125.00,1122.00,1118.00,1127.00,1132.00,1128.00,1125.00,1121.00,1123.00,1129.00,1118.00,1128.00,1119.00,1129.00,1125.00,1126.00,1126.00,1123.00,1127.00,1128.00,1123.00,1122.00,1123.00,1125.00,1134.00,1125.00,1127.00,1119.00,1129.00,1125.00,1130.00,1120.00,1128.00,1125.00,1129.00,1123.00,1128.00,
738.00,759.00,760.00,752.00,750.00,759.00,763.00,757.00,756.00,759.00,761.00,764.00,759.00,753.00,761.00,760.00,758.00,767.00,755.00,758.00,759.00,756.00,761.00,759.00,758.00,753.00,759.00,758.00,760.00,749.00,765.00,762.00,757.00,757.00,756.00,761.00,763.00,760.00,755.00,758.00,752.00,766.00,757.00,748.00,764.00,757.00,760.00,757.00,758.00,757.00,763.00,753.00,758.00,757.00,753.00,760.00,759.00,761.00,756.00,744.00,731.00,725.00,713.00,712.00,1128.00,1137.00,1125.00,1118.00,1126.00,1122.00,1124.00,1112.00,1120.00,1120.00,1125.00,1124.00,1131.00,1126.00,1126.00,1120.00,1124.00,1129.00,1124.00,1131.00,1122.00,1124.00,1129.00,1124.00,1123.00,1127.00,1140.00,1120.00,1124.00,1122.00,1139.00,1130.00,1120.00,1124.00,1121.00,1120.00,1123.00,1130.00,1124.00,1122.00,1132.00,1123.00,1127.00,1124.00,1133.00,1128.00,1129.00,1129.00,1129.00,1123.00,1123.00,1121.00,1125.00,1126.00,1126.00,1126.00,1124.00,1126.00,1126.00,1123.00,1130.00,1128.00,1126.00,1125.00,
685.00,693.00,693.00,693.00,695.00,697.00,694.00,696.00,692.00,697.00,689.00,688.00,689.00,690.00,695.00,699.00,692.00,694.00,695.00,690.00,689.00,683.00,692.00,693.00,688.00,696.00,688.00,695.00,685.00,689.00,693.00,690.00,694.00,693.00,695.00,692.00,690.00,690.00,687.00,696.00,695.00,693.00,690.00,690.00,693.00,690.00,689.00,695.00,687.00,697.00,693.00,693.00,702.00,684.00,692.00,695.00,695.00,691.00,687.00,692.00,692.00,687.00,689.00,688.00,1123.00,1121.00,1128.00,1120.00,1124.00,1119.00,1127.00,1125.00,1125.00,1121.00,1124.00,1126.00,1126.00,1126.00,1122.00,1126.00,1129.00,1127.00,1123.00,1124.00,1120.00,1123.00,1124.00,1120.00,1121.00,1125.00,1120.00,1122.00,1119.00,1124.00,1125.00,1128.00,1120.00,1124.00,1124.00,1122.00,1129.00,1124.00,1122.00,1122.00,1128.00,1125.00,1119.00,1119.00,1123.00,1128.00,1123.00,1122.00,1120.00,1120.00,1119.00,1125.00,1117.00,1126.00,1123.00,1122.00,1126.00,1125.00,1133.00,1123.00,1128.00,1129.00,1126.00,1115.00,
699.00,690.00,696.00,692.00,691.00,690.00,693.00,695.00,695.00,687.00,687.00,691.00,684.00,687.00,685.00,693.00,691.00,691.00,690.00,690.00,699.00,696.00,687.00,685.00,689.00,695.00,694.00,694.00,689.00,691.00,697.00,693.00,697.00,691.00,690.00,690.00,689.00,687.00,686.00,696.00,689.00,690.00,691.00,689.00,693.00,691.00,689.00,691.00,691.00,690.00,692.00,691.00,691.00,683.00,692.00,692.00,690.00,695.00,692.00,693.00,693.00,690.00,691.00,692.00,1127.00,1129.00,1116.00,1121.00,1121.00,1127.00,1123.00,1126.00,1126.00,1122.00,1121.00,1120.00,1122.00,1122.00,1125.00,1129.00,1127.00,1131.00,1116.00,1121.00,1128.00,1120.00,1120.00,1126.00,1123.00,1121.00,1119.00,1127.00,1126.00,1123.00,1120.00,1122.00,1123.00,1124.00,1121.00,1120.00,1119.00,1120.00,1124.00,1128.00,1120.00,1123.00,1124.00,1124.00,1128.00,1125.00,1125.00,1129.00,1126.00,1123.00,1128.00,1129.00,1132.00,1120.00,1124.00,1125.00,1121.00,1119.00,1124.00,1117.00,1124.00,1121.00,1128.00,1123.00,
707.00,688.00,698.00,685.00,695.00,692.00,694.00,697.00,689.00,697.00,692.00,696.00,683.00,695.00,690.00,696.00,694.00,691.00,700.00,691.00,689.00,694.00,694.00,687.00,694.00,690.00,691.00,692.00,686.00,689.00,684.00,683.00,692.00,691.00,692.00,693.00,685.00,693.00,691.00,690.00,690.00,691.00,690.00,698.00,686.00,691.00,691.00,684.00,687.00,692.00,687.00,692.00,688.00,687.00,690.00,693.00,691.00,688.00,689.00,693.00,693.00,688.00,684.00,694.00,1119.00,1121.00,1125.00,1119.00,1120.00,1124.00,1122.00,1128.00,1118.00,1117.00,1125.00,1124.00,1126.00,1126.00,1123.00,1126.00,1125.00,1125.00,1122.00,1124.00,1124.00,1127.00,1119.00,1135.00,1132.00,1118.00,1126.00,1124.00,1124.00,1121.00,1128.00,1121.00,1132.00,1117.00,1127.00,1121.00,1128.00,1126.00,1119.00,1116.00,1126.00,1121.00,1124.00,1125.00,1128.00,1123.00,1122.00,1128.00,1118.00,1122.00,1129.00,1119.00,1126.00,1120.00,1127.00,1123.00,1124.00,1126.00,1124.00,1121.00,1112.00,1119.00,1122.00,1122.00,
697.00,689.00,695.00,697.00,694.00,692.00,697.00,690.00,695.00,686.00,690.00,692.00,697.00,693.00,694.00,692.00,697.00,690.00,690.00,693.00,694.00,692.00,692.00,690.00,691.00,696.00,691.00,696.00,692.00,695.00,685.00,690.00,695.00,695.00,695.00,694.00,690.00,692.00,690.00,697.00,686.00,693.00,691.00,690.00,692.00,699.00,689.00,693.00,695.00,693.00,692.00,684.00,696.00,692.00,689.00,690.00,692.00,694.00,689.00,687.00,691.00,692.00,689.00,693.00,1128.00,1124.00,1132.00,1126.00,1127.00,1119.00,1122.00,1124.00,1123.00,1135.00,1124.00,1118.00,1119.00,1119.00,1127.00,1123.00,1123.00,1128.00,1127.00,1124.00,1126.00,1123.00,1121.00,1128.00,1122.00,1124.00,1124.00,1123.00,1122.00,1127.00,1123.00,1122.00,1123.00,1120.00,1128.00,1125.00,1124.00,1123.00,1122.00,1129.00,1125.00,1124.00,1120.00,1120.00,1126.00,1123.00,1120.00,1122.00,1117.00,1121.00,1122.00,1128.00,1122.00,1120.00,1117.00,1121.00,1121.00,1128.00,1126.00,1120.00,1122.00,1122.00,1119.00,1122.00,
697.00,691.00,697.00,694.00,689.00,688.00,694.00,689.00,694.00,685.00,694.00,687.00,691.00,691.00,694.00,690.00,696.00,687.00,690.00,695.00,690.00,692.00,684.00,694.00,688.00,686.00,686.00,684.00,690.00,691.00,687.00,695.00,686.00,689.00,685.00,688.00,688.00,687.00,694.00,689.00,691.00,695.00,696.00,688.00,690.00,685.00,687.00,690.00,697.00,691.00,701.00,690.00,691.00,687.00,695.00,688.00,689.00,693.00,690.00,691.00,689.00,688.00,692.00,687.00,1123.00,1120.00,1126.00,1120.00,1127.00,1126.00,1128.00,1121.00,1128.00,1123.00,1123.00,1125.00,1124.00,1128.00,1131.00,1117.00,1123.00,1119.00,1123.00,1124.00,1115.00,1121.00,1121.00,1128.00,1117.00,1120.00,1121.00,1126.00,1123.00,1125.00,1123.00,1132.00,1118.00,1124.00,1124.00,1127.00,1124.00,1119.00,1120.00,1119.00,1121.00,1121.00,1124.00,1124.00,1126.00,1118.00,1122.00,1124.00,1119.00,1122.00,1126.00,1127.00,1120.00,1118.00,1122.00,1121.00,1124.00,1124.00,1126.00,1120.00,1125.00,1121.00,1128.00,1122.00,
705.00,687.00,693.00,695.00,693.00,691.00,691.00,693.00,690.00,695.00,689.00,695.00,689.00,693.00,689.00,695.00,689.00,691.00,692.00,693.00,689.00,682.00,694.00,687.00,701.00,690.00,696.00,690.00,697.00,689.00,692.00,690.00,695.00,691.00,693.00,696.00,684.00,687.00,689.00,693.00,693.00,695.00,694.00,692.00,688.00,694.00,696.00,693.00,688.00,689.00,686.00,702.00,696.00,689.00,687.00,688.00,693.00,682.00,688.00,690.00,687.00,691.00,689.00,690.00,1123.00,1120.00,1123.00,1124.00,1119.00,1124.00,1122.00,1120.00,1121.00,1122.00,1123.00,1123.00,1114.00,1121.00,1122.00,1126.00,1123.00,1118.00,1121.00,1125.00,1121.00,1127.00,1127.00,1114.00,1126.00,1125.00,1127.00,1122.00,1122.00,1125.00,1126.00,1117.00,1125.00,1121.00,1124.00,1121.00,1122.00,1120.00,1124.00,1127.00,1121.00,1122.00,1122.00,1123.00,1119.00,1117.00,1127.00,1119.00,1119.00,1121.00,1120.00,1122.00,1125.00,1129.00,1129.00,1122.00,1123.00,1126.00,1126.00,1122.00,1122.00,1124.00,1123.00,1116.00,
683.00,696.00,687.00,685.00,689.00,697.00,694.00,697.00,682.00,690.00,691.00,690.00,691.00,690.00,691.00,693.00,688.00,694.00,695.00,691.00,692.00,692.00,690.00,695.00,689.00,689.00,684.00,691.00,691.00,689.00,686.00,694.00,686.00,693.00,689.00,692.00,693.00,689.00,685.00,693.00,692.00,692.00,693.00,691.00,688.00,690.00,688.00,685.00,689.00,691.00,688.00,692.00,696.00,692.00,695.00,692.00,693.00,692.00,691.00,695.00,693.00,692.00,691.00,688.00,1125.00,1123.00,1125.00,1120.00,1122.00,1129.00,1120.00,1126.00,1121.00,1122.00,1128.00,1127.00,1125.00,1118.00,1136.00,1119.00,1124.00,1118.00,1123.00,1124.00,1124.00,1125.00,1115.00,1118.00,1123.00,1120.00,1122.00,1125.00,1118.00,1126.00,1122.00,1127.00,1122.00,1125.00,1123.00,1123.00,1121.00,1121.00,1121.00,1125.00,1120.00,1121.00,1121.00,1131.00,1119.00,1123.00,1118.00,1115.00,1125.00,1121.00,1124.00,1118.00,1120.00,1121.00,1130.00,1121.00,1120.00,1119.00,1114.00,1125.00,1121.00,1119.00,1121.00,1121.00,
695.00,691.00,693.00,690.00,697.00,695.00,699.00,694.00,694.00,698.00,692.00,691.00,695.00,699.00,692.00,697.00,686.00,694.00,693.00,692.00,693.00,696.00,690.00,688.00,688.00,690.00,686.00,694.00,687.00,683.00,691.00,690.00,684.00,697.00,698.00,692.00,687.00,687.00,688.00,696.00,687.00,697.00,689.00,695.00,689.00,699.00,690.00,691.00,683.00,689.00,685.00,694.00,689.00,695.00,690.00,694.00,690.00,685.00,689.00,697.00,690.00,691.00,686.00,691.00,1125.00,1124.00,1126.00,1116.00,1125.00,1125.00,1124.00,1120.00,1123.00,1122.00,1122.00,1128.00,1125.00,1118.00,1125.00,1120.00,1121.00,1116.00,1124.00,1121.00,1125.00,1119.00,1124.00,1118.00,1116.00,1119.00,1120.00,1121.00,1125.00,1113.00,1123.00,1119.00,1126.00,1125.00,1121.00,1124.00,1121.00,1116.00,1123.00,1127.00,1120.00,1127.00,1123.00,1115.00,1121.00,1120.00,1125.00,1119.00,1127.00,1129.00,1118.00,1117.00,1122.00,1125.00,1120.00,1124.00,1127.00,1127.00,1123.00,1126.00,1117.00,1123.00,1121.00,1125.00,
